Date,CALAVO GROWERS INC##,Fresh Del Monte Produce Inc. Common Stock,Chipotle Mexican Grill Inc. Common Stock,Sysco Corporation Common Stock
2/26/2013,27.9700,26.1200,311.8100,31.8800
2/25/2013,27.5800,25.9600,311.2100,31.9900
2/22/2013,27.5600,26.6600,315.5100,32.7500
2/21/2013,27.5200,26.5300,308.1300,32.6600
2/20/2013,27.2800,26.5200,309.4900,32.5300
2/19/2013,27.8900,27.2000,313.0500,32.2900
2/18/2013,27.5650,27.2550,313.6200,32.1800
2/15/2013,27.2400,27.3100,314.1900,32.0700
2/14/2013,27.1400,27.2500,317.7200,32.0300
2/13/2013,27.2300,27.2500,317.0100,31.7800
2/12/2013,26.9600,27.0600,322.5100,31.5600
2/11/2013,26.4700,26.7900,323.5600,31.5600
2/8/2013,26.3600,26.8800,320.7200,31.6100
2/7/2013,25.3000,26.7900,318.4500,31.5300
2/6/2013,25.7000,26.8800,322.4600,31.4300
2/5/2013,25.4100,26.8700,305.0100,31.3700
2/4/2013,25.1500,26.7400,310.1900,31.2300
2/1/2013,25.4200,26.9500,312.7100,32.0900
1/31/2013,24.9100,26.3500,307.0100,31.7700
1/30/2013,24.9300,27.2500,308.3600,31.6200
1/29/2013,25.3200,27.4500,310.0100,31.7700
1/28/2013,24.7100,26.5700,311.6900,31.7000
1/25/2013,23.8200,26.3800,303.4800,31.8300
1/24/2013,23.4800,26.5900,299.6200,31.5500
1/23/2013,23.7500,25.9900,293.7400,31.7200
1/22/2013,24.0300,26.2900,294.2300,31.5800
1/21/2013,24.1200,26.2650,294.6250,31.5250
1/18/2013,24.2100,26.2400,295.0200,31.4700
1/17/2013,24.4200,26.2400,290.3300,31.2800
1/16/2013,24.4900,25.9900,280.9400,31.1500
1/15/2013,24.2400,26.1400,297.3200,31.2100
1/14/2013,24.5800,26.2500,295.9700,31.0700
1/11/2013,24.8700,26.3700,300.0000,30.9100
1/10/2013,25.1100,26.4100,298.4100,30.9500
1/9/2013,25.0000,26.5000,294.0300,30.8800
1/8/2013,24.6000,26.2100,297.7600,31.4400
1/7/2013,24.9300,26.0500,299.5900,31.7600
1/4/2013,25.1700,26.5000,300.1800,31.8500
1/3/2013,25.0600,26.4900,300.9500,31.7600
1/2/2013,25.2600,26.8300,301.0600,31.9000
1/1/2013,25.2350,26.5900,299.2600,31.7800
12/31/2012,25.2100,26.3500,297.4600,31.6600
12/28/2012,24.6900,25.9100,290.5300,31.4100
12/27/2012,24.0800,25.9200,295.3200,31.7100
12/26/2012,24.2600,26.0700,289.0300,31.6800
12/25/2012,24.3450,26.2250,291.5550,31.8050
12/24/2012,24.4300,26.3800,294.0800,31.9300
12/21/2012,24.6100,26.6000,292.5200,31.9600
12/20/2012,24.2200,26.7500,288.7900,32.3900
12/19/2012,24.0800,26.6500,288.8900,31.9900
12/18/2012,23.9100,26.8300,293.4600,32.2400
12/17/2012,23.7900,26.5300,286.6800,31.9400
12/14/2012,23.8200,26.2400,277.2500,31.7600
12/13/2012,23.7600,26.1300,277.6500,31.8800
12/12/2012,24.3800,26.0600,275.5100,32.0400
12/11/2012,24.8600,26.0000,274.0500,31.8600
12/10/2012,24.7100,25.9800,272.9200,31.7300
12/7/2012,24.6000,26.0000,268.6100,31.8300
12/6/2012,24.7200,25.9700,266.5100,31.8700
12/5/2012,24.7300,25.9600,264.9700,31.6700
12/4/2012,24.7000,25.8600,271.5100,31.2300
12/3/2012,24.1800,26.0000,263.7500,31.5300
11/30/2012,24.0600,25.9500,263.7800,31.6500
11/29/2012,24.1700,25.9400,266.8000,31.5000
11/28/2012,24.0200,25.6500,266.5100,31.5900
11/27/2012,23.8700,25.7000,261.5900,31.2700
11/26/2012,24.0000,25.9300,270.6700,31.0400
11/23/2012,24.5700,25.7100,274.3400,31.0000
11/22/2012,24.4950,25.5250,274.9000,30.7400
11/21/2012,24.4200,25.3400,275.4600,30.4800
11/20/2012,23.9400,25.1300,268.4600,30.4600
11/19/2012,23.9000,25.2200,270.2600,30.4700
11/16/2012,23.2100,24.7600,262.7600,30.0300
11/15/2012,22.8800,24.5600,260.3000,29.9200
11/14/2012,22.6100,24.7800,256.5400,29.9900
11/13/2012,23.2800,24.9700,262.1300,29.9600
11/12/2012,23.0900,24.8100,263.5600,29.9600
11/9/2012,22.5200,25.6200,259.5200,30.0000
11/8/2012,21.9500,25.5700,261.3600,29.8900
11/7/2012,23.2000,25.4900,272.8600,30.2400
11/6/2012,24.3000,26.0400,279.6900,30.6100
11/5/2012,23.2600,25.9500,265.2000,30.7800
11/2/2012,23.3400,25.7300,262.3200,31.3400
11/1/2012,23.8600,25.6300,263.2500,31.5700
10/31/2012,23.6100,25.1700,254.5300,31.0700
10/30/2012,23.6300,25.3067,253.5267,31.0000
10/29/2012,23.6500,25.4433,252.5233,30.9300
10/26/2012,23.6700,25.5800,251.5200,30.8600
10/25/2012,23.6000,25.9900,248.0100,30.8400
10/24/2012,23.5300,25.5500,242.8200,30.4100
10/23/2012,23.6200,25.9700,236.2400,30.6300
10/22/2012,23.7100,25.9300,237.5000,30.8700
10/19/2012,23.6900,25.8800,243.0000,30.9200
10/18/2012,24.5900,25.9600,285.9300,31.6900
10/17/2012,25.8600,25.8900,290.0000,31.6600
10/16/2012,25.6500,25.3500,291.9000,31.5900
10/15/2012,25.5200,24.8100,295.1400,31.4900
10/12/2012,24.4100,24.8800,290.4700,31.2500
10/11/2012,24.4700,25.0400,286.3600,31.2500
10/10/2012,24.1000,24.9300,286.6200,31.1600
10/9/2012,24.6600,24.9500,286.7400,31.2300
10/8/2012,25.0800,25.1100,286.5600,31.4000
10/5/2012,25.2600,25.2100,280.9300,31.6000
10/4/2012,25.6500,25.2000,294.0100,31.5600
10/3/2012,25.3100,24.8600,300.6700,31.6000
10/2/2012,25.3000,25.5000,302.9600,31.7500
10/1/2012,25.5100,25.7000,316.1300,31.5600
9/28/2012,25.0000,25.6000,317.5400,31.2700
9/27/2012,24.6400,25.5500,320.3100,31.2500
9/26/2012,24.0300,25.1900,318.8100,30.8800
9/25/2012,23.8500,25.4400,323.4700,30.8700
9/24/2012,23.8200,25.8500,333.0200,30.9500
9/21/2012,24.2800,25.7500,336.4000,30.7500
9/20/2012,24.3300,25.9300,338.8900,30.8700
9/19/2012,24.2800,25.4000,343.2500,31.0200
9/18/2012,23.8400,24.0300,341.5400,30.7100
9/17/2012,23.8600,24.1000,346.8200,30.5200
9/14/2012,23.9000,24.4900,336.4500,30.3500
9/13/2012,23.2700,24.5000,340.8000,30.6600
9/12/2012,22.6300,24.4200,337.8900,30.1900
9/11/2012,22.1400,24.4500,332.5100,30.4600
9/10/2012,21.8400,24.5500,332.8100,30.5300
9/7/2012,21.7500,24.5100,326.3500,30.5800
9/6/2012,22.7400,24.6500,302.3300,30.6200
9/5/2012,22.4600,24.1900,288.5700,30.1600
9/4/2012,25.4800,24.9800,285.9900,30.2900
9/3/2012,25.9600,24.8400,287.3150,30.2950
8/31/2012,26.4400,24.7000,288.6400,30.3000
8/30/2012,26.2000,24.4600,290.0300,30.2800
8/29/2012,27.1700,24.5100,293.2400,30.3400
8/28/2012,26.8300,24.6100,294.0700,30.4500
8/27/2012,26.2400,24.4600,292.9500,30.3900
8/24/2012,26.2800,24.0800,295.0000,30.3600
8/23/2012,26.0100,23.9700,291.9900,30.0300
8/22/2012,26.0600,24.3200,297.0000,30.2000
8/21/2012,26.2000,24.5200,296.9700,30.2300
8/20/2012,26.5700,24.9200,299.0000,30.3600
8/17/2012,26.8900,25.0000,299.1000,30.5600
8/16/2012,26.4200,24.9400,299.7900,30.4000
8/15/2012,26.4000,24.7600,297.9800,30.6500
8/14/2012,26.2100,24.5400,296.8300,30.4500
8/13/2012,26.0400,24.7300,292.7700,30.1400
8/10/2012,26.1700,24.8500,295.3900,28.8400
8/9/2012,26.5500,25.1000,297.2000,28.6900
8/8/2012,27.3600,25.2600,298.0500,28.8900
8/7/2012,27.6200,25.1400,304.4100,28.8600
8/6/2012,27.9100,25.1800,291.8100,29.1300
8/3/2012,26.9800,24.9500,297.6500,29.2300
8/2/2012,26.2400,24.2300,283.7700,28.8000
8/1/2012,26.1300,24.2900,280.6700,29.2500
7/31/2012,26.9800,24.5000,292.3300,29.3900
7/30/2012,27.0100,24.3400,291.1300,29.3500
7/27/2012,27.3600,24.3500,296.0800,29.2500
7/26/2012,26.3500,23.9400,289.8600,28.8100
7/25/2012,25.4500,23.3700,296.4800,28.3100
7/24/2012,24.8900,23.2000,294.3100,28.4700
7/23/2012,25.7700,23.6500,306.0100,28.5500
7/20/2012,27.0000,24.0200,316.9800,28.8700
7/19/2012,27.5800,23.7900,403.8600,29.0700
7/18/2012,28.4600,24.1000,398.0600,29.0700
7/17/2012,27.9200,24.0400,398.9100,28.9200
7/16/2012,27.7800,23.9600,394.3400,28.8700
7/13/2012,27.3600,23.7800,392.3700,28.9000
7/12/2012,26.3500,23.2100,383.5300,28.6900
7/11/2012,25.3200,23.4900,380.4700,29.1800
7/10/2012,25.8100,23.3600,379.8900,29.2100
7/9/2012,26.0700,23.3700,386.7000,29.0500
7/6/2012,25.8800,23.5600,383.4900,28.9900
7/5/2012,26.1300,23.6200,382.8600,29.2900
7/4/2012,26.0950,23.6850,381.6150,29.4000
7/3/2012,26.0600,23.7500,380.3700,29.5100
7/2/2012,25.3200,23.7500,383.4600,29.8800
6/29/2012,25.5800,23.4700,379.9500,29.8100
6/28/2012,24.6200,22.8500,376.9500,29.3200
6/27/2012,24.3000,22.8200,391.7800,29.0000
6/26/2012,24.5700,22.3300,415.4100,28.7500
6/25/2012,24.1700,22.4800,411.8500,28.8000
6/22/2012,24.5800,22.6600,415.4800,29.0000
6/21/2012,24.0000,22.6100,410.0600,28.8900
6/20/2012,24.5700,23.4000,417.5000,29.2400
6/19/2012,24.6000,23.6200,416.5400,29.5000
6/18/2012,24.5800,23.1600,414.4600,29.2000
6/15/2012,25.0000,23.0400,402.4500,29.1400
6/14/2012,25.0200,23.2000,398.2500,28.9800
6/13/2012,24.9800,23.0700,395.8000,28.5300
6/12/2012,25.2200,23.2000,400.1900,28.6000
6/11/2012,24.6100,23.2200,398.3500,28.6400
6/8/2012,24.7500,23.4500,407.3400,28.8000
6/7/2012,24.1400,23.3700,404.0600,28.6200
6/6/2012,24.0500,23.5100,411.2100,28.2700
6/5/2012,23.6000,22.9700,401.8400,27.9200
6/4/2012,24.4100,22.7800,397.0900,27.7500
6/1/2012,27.1800,23.1000,397.1400,27.5500
5/31/2012,27.3900,23.4700,413.0700,27.9100
5/30/2012,27.5500,23.7100,412.6000,28.0100
5/29/2012,28.0600,23.8300,417.7300,28.1000
5/28/2012,28.0700,23.7800,409.0750,28.0200
5/25/2012,28.0800,23.7300,400.4200,27.9400
5/24/2012,28.0000,23.7600,401.6100,27.8000
5/23/2012,28.4100,23.6600,405.9500,27.5400
5/22/2012,28.8300,23.7300,395.5600,27.5600
5/21/2012,29.0100,23.8900,393.3300,27.3600
5/18/2012,29.0400,24.0100,392.1300,27.2600
5/17/2012,29.0000,24.3300,394.5000,27.7900
5/16/2012,29.0100,24.9500,404.5300,27.7500
5/15/2012,28.7000,25.0300,403.0300,27.7000
5/14/2012,28.6900,24.9800,399.9200,27.5700
5/11/2012,30.1400,25.0100,408.2500,27.6000
5/10/2012,29.7400,24.7900,407.5100,27.8800
5/9/2012,29.0900,24.5700,401.7800,27.7200
5/8/2012,28.2500,24.5600,403.4300,28.0200
5/7/2012,27.8000,24.2100,407.0600,28.2900
5/4/2012,28.2200,24.0700,407.8800,27.9000
5/3/2012,28.3900,24.2700,414.7400,28.3500
5/2/2012,28.3600,24.6900,422.8000,28.7000
5/1/2012,28.4600,24.7900,419.8900,29.0100
4/30/2012,28.6800,23.1700,414.1500,28.9000
4/27/2012,28.8000,23.2200,419.4100,29.0600
4/26/2012,28.1700,23.0400,414.7400,28.9200
4/25/2012,28.0100,22.8800,412.9900,28.8100
4/24/2012,27.6100,22.5700,402.8600,28.5900
4/23/2012,26.9900,22.3700,417.2400,28.5400
4/20/2012,27.4200,22.6300,419.2600,29.0300
4/19/2012,27.1900,22.4100,430.7800,29.5500
4/18/2012,27.1400,22.5400,438.1100,29.6700
4/17/2012,27.3600,22.6900,432.4300,30.1000
4/16/2012,26.8200,22.2400,432.1200,29.6800
4/13/2012,26.3900,22.1300,440.4000,29.3100
4/12/2012,26.4300,22.3900,433.2200,29.4400
4/11/2012,26.3100,22.2300,422.6600,29.2800
4/10/2012,25.5600,22.1600,416.6200,28.9900
4/9/2012,26.1800,22.2600,426.3100,29.1100
4/6/2012,26.4150,22.3450,425.6450,29.2900
4/5/2012,26.6500,22.4300,424.9800,29.4700
4/4/2012,26.2800,22.2700,417.0400,29.5000
4/3/2012,26.5000,22.5900,422.2600,29.6600
4/2/2012,26.7900,22.8500,418.4000,30.0400
3/30/2012,26.7800,22.8400,418.0000,29.8600
3/29/2012,27.1200,22.7100,420.6200,29.7800
3/28/2012,27.2300,22.7000,420.0900,29.8200
3/27/2012,27.4800,22.6500,421.3700,29.9500
3/26/2012,27.9300,22.5600,424.7000,30.0200
3/23/2012,27.0000,22.2900,415.5100,29.8400
3/22/2012,27.0000,22.0800,418.1300,29.8700
3/21/2012,26.9500,22.1100,416.1100,29.9100
3/20/2012,26.8200,22.4200,412.8700,29.7100
3/19/2012,27.2300,22.6800,413.9200,29.6500
3/16/2012,27.0600,23.0500,410.9100,29.6300
3/15/2012,27.1600,22.7700,407.0800,29.6900
3/14/2012,26.8700,22.5600,400.0000,30.1900
3/13/2012,27.1300,22.7800,400.0500,30.1700
3/12/2012,27.0000,22.3900,397.5200,30.1500
3/9/2012,27.0900,22.6400,398.1200,29.9300
3/8/2012,27.1200,22.2600,398.1800,29.7500
3/7/2012,26.7300,22.4000,392.1000,29.5300
3/6/2012,26.4800,22.1900,387.3000,29.3900
3/5/2012,26.5400,22.4000,392.9800,29.4600
3/2/2012,27.0000,22.4600,394.3900,29.3500
3/1/2012,27.4200,22.6400,394.1000,29.3300
2/29/2012,27.5000,22.4600,390.2200,29.4200
2/28/2012,28.5400,22.9700,391.9600,29.3400
2/27/2012,29.5100,24.9800,388.8900,29.1700
2/24/2012,27.8200,25.1300,387.4200,29.2700
2/23/2012,27.6800,25.3200,386.8000,29.3100
2/22/2012,27.5800,25.3300,384.9500,29.4000
2/21/2012,28.0900,24.7900,383.5800,29.3700
2/20/2012,28.2900,24.3850,384.1400,29.4200
2/17/2012,28.4900,23.9800,384.7000,29.4700
2/16/2012,28.4300,23.8300,382.0400,29.1300
2/15/2012,28.2100,23.7700,375.7300,29.1300
2/14/2012,28.2000,24.0900,378.9400,29.3000
2/13/2012,28.1900,24.3000,377.4500,29.2800
2/10/2012,28.0700,24.4000,376.4500,29.3100
2/9/2012,28.2800,24.6200,376.4900,29.5400
2/8/2012,28.3700,25.0900,374.0200,29.4500
2/7/2012,27.7800,24.8900,374.0200,29.3600
2/6/2012,27.8400,24.8300,371.6300,29.7900
2/3/2012,27.9600,24.8000,372.1900,30.9000
2/2/2012,27.3100,24.6800,362.8200,30.6300
2/1/2012,27.2300,24.5900,370.4100,30.4100
1/31/2012,27.2000,24.4800,367.2900,30.1100
1/30/2012,27.5600,24.5300,367.6900,30.1400
1/27/2012,27.7000,24.5700,366.7600,30.3000
1/26/2012,27.6800,24.7000,365.8100,30.3500
1/25/2012,27.5100,24.5700,363.1400,30.4300
1/24/2012,27.4500,24.4500,360.6000,30.2900
1/23/2012,27.6600,24.5200,360.4600,30.2800
1/20/2012,27.8000,24.6400,356.3900,30.2200
1/19/2012,27.4200,24.5500,358.0900,30.0000
1/18/2012,27.7000,24.8000,356.8200,29.8300
1/17/2012,26.7300,24.3800,353.3800,29.8300
1/16/2012,26.7550,24.3800,354.0000,29.6500
1/13/2012,26.7800,24.3800,354.6200,29.4700
1/12/2012,27.0700,24.6500,347.6200,29.3300
1/11/2012,26.6400,24.4900,347.6000,29.2300
1/10/2012,26.7500,24.5200,341.1200,29.2000
1/9/2012,26.4900,24.1600,339.7400,28.9100
1/6/2012,26.2700,24.5300,348.9500,28.9200
1/5/2012,25.8900,24.7800,350.4800,28.9100
1/4/2012,25.4400,24.9700,348.7500,29.0000
1/3/2012,25.5200,25.3500,341.2700,29.4500
1/2/2012,25.6000,25.1800,339.5050,29.3900
12/30/2011,25.6800,25.0100,337.7400,29.3300
12/29/2011,25.7500,25.1600,340.7700,29.5100
12/28/2011,25.5600,24.7300,340.1400,29.3000
12/27/2011,26.0900,25.2700,339.0000,29.4900
12/26/2011,26.1350,25.1150,337.1600,29.4600
12/23/2011,26.1800,24.9600,335.3200,29.4300
12/22/2011,26.6000,25.1500,331.2500,29.2100
12/21/2011,26.3900,25.2100,334.0600,29.0700
12/20/2011,26.0000,24.9200,331.7200,29.0600
12/19/2011,25.7900,24.5300,317.7700,28.5900
12/16/2011,25.6400,24.7500,318.4000,28.9000
12/15/2011,25.5700,24.8000,318.5200,28.9900
12/14/2011,25.3400,24.4200,321.1100,28.9000
12/13/2011,25.0100,24.9000,329.5100,29.0900
12/12/2011,25.5400,24.9500,340.2200,29.2200
12/9/2011,26.1700,25.1300,338.6000,29.4700
12/8/2011,25.1300,24.3300,334.7400,29.0900
12/7/2011,25.8600,25.1900,336.7500,29.3600
12/6/2011,25.7200,24.9800,331.4300,29.1100
12/5/2011,25.8800,25.4000,336.2100,29.2200
12/2/2011,25.7700,25.1600,330.4900,29.1300
12/1/2011,25.7900,25.0100,323.0400,28.7300
11/30/2011,26.5600,25.0900,321.5600,28.5400
11/29/2011,25.5300,24.3300,312.9700,27.7900
11/28/2011,25.6000,24.1800,309.5500,27.8100
11/25/2011,24.1500,23.6200,300.7500,27.0700
11/24/2011,24.1100,23.7300,300.6000,26.9800
11/23/2011,24.0700,23.8400,300.4500,26.8900
11/22/2011,24.1500,24.4700,308.3800,27.4200
11/21/2011,24.5100,24.7200,305.5800,27.2100
11/18/2011,24.8000,25.5100,311.0600,27.7900
11/17/2011,24.6900,25.6500,313.6100,27.3400
11/16/2011,24.3700,25.9100,316.6700,27.5200
11/15/2011,24.4900,26.2700,327.4600,27.8400
11/14/2011,24.1800,25.7700,327.0300,27.6500
11/11/2011,24.2400,26.1200,332.0200,27.7500
11/10/2011,23.6900,25.3900,325.8800,27.5700
11/9/2011,23.1400,24.9400,332.8400,27.5200
11/8/2011,24.0400,25.9200,339.8700,28.1000
11/7/2011,22.8900,25.2900,339.1600,27.8800
11/4/2011,22.6400,25.3200,338.9700,27.8000
11/3/2011,22.5800,25.3400,337.5000,27.8400
11/2/2011,22.4100,24.6800,329.6200,27.5600
11/1/2011,22.3900,24.2600,328.1800,27.2000
10/31/2011,22.5700,25.4600,336.1200,27.7200
10/28/2011,23.1300,26.3000,341.4000,27.9300
10/27/2011,23.3800,26.7200,343.5200,27.6300
10/26/2011,21.8000,25.3400,332.8500,26.7900
10/25/2011,21.5700,24.9000,334.1800,26.7400
10/24/2011,21.9700,25.6200,342.4900,26.9800
10/21/2011,21.6100,25.6400,333.4900,26.9500
10/20/2011,21.1300,25.0700,307.9100,26.2600
10/19/2011,21.0900,25.0000,310.2700,26.0400
10/18/2011,19.5000,25.1600,319.8500,26.6800
10/17/2011,19.2600,24.4400,319.7900,26.1500
10/14/2011,19.8000,25.4300,320.8000,26.6700
10/13/2011,19.6800,25.1100,317.3100,26.4900
10/12/2011,19.7900,25.1100,314.0000,26.4100
10/11/2011,19.7900,24.6700,309.9500,26.1300
10/10/2011,19.9700,24.5800,307.8500,26.1400
10/7/2011,19.7000,23.8200,294.5900,25.7800
10/6/2011,20.0600,23.9000,298.9900,25.7800
10/5/2011,21.2000,22.9000,300.7900,25.4700
10/4/2011,20.6900,22.9800,301.0900,25.5100
10/3/2011,19.1000,22.4200,292.7000,25.7200
9/30/2011,20.5200,23.2000,302.9500,25.9000
9/29/2011,20.5900,23.4800,313.1400,26.1200
9/28/2011,20.5900,23.2600,319.0600,26.2300
9/27/2011,20.7000,23.6700,320.6100,26.5000
9/26/2011,20.0300,23.1600,329.4400,26.3500
9/23/2011,19.4400,22.7100,320.5000,25.8700
9/22/2011,19.1100,22.7600,325.9400,26.0200
9/21/2011,19.1900,22.7700,333.2500,26.5100
9/20/2011,19.9900,23.3500,333.1900,27.1100
9/19/2011,20.0500,23.4700,336.1400,27.0700
9/16/2011,20.5600,23.8000,318.0600,27.4000
9/15/2011,20.2000,24.0000,316.1500,27.4400
9/14/2011,19.9500,23.7400,315.9100,27.3100
9/13/2011,19.5500,23.5000,311.4100,26.9700
9/12/2011,19.2400,23.3200,307.7500,26.8000
9/9/2011,19.0900,23.1000,305.1700,26.7000
9/8/2011,19.3100,23.6700,311.3400,26.8700
9/7/2011,19.4600,23.8500,308.6900,27.3000
9/6/2011,18.9700,23.0200,310.4300,26.8700
9/5/2011,19.0150,23.0200,307.9650,27.0150
9/2/2011,19.0600,23.0200,305.5000,27.1600
9/1/2011,19.3100,23.6600,309.1700,27.7900
8/31/2011,20.0000,24.1400,313.3700,27.9300
8/30/2011,20.5700,24.0800,311.2100,27.8400
8/29/2011,20.3900,24.2100,305.2500,27.9500
8/26/2011,19.3800,23.6700,298.8800,27.1000
8/25/2011,18.9700,23.1900,289.2400,26.9200
8/24/2011,19.5200,23.7300,296.4600,27.2900
8/23/2011,19.8300,23.6300,294.5600,27.2000
8/22/2011,18.8100,22.4800,273.2000,26.8300
8/19/2011,18.5100,22.3600,279.3700,27.0000
8/18/2011,18.8900,22.4700,284.5000,27.3000
8/17/2011,19.3600,22.7900,309.4400,27.8800
8/16/2011,19.5900,22.6900,315.8900,27.9900
8/15/2011,19.8500,23.1400,319.6800,28.1100
8/12/2011,19.6000,22.8300,317.7000,29.2600
8/11/2011,19.8000,22.7300,316.2800,28.7600
8/10/2011,18.9400,21.6900,299.7600,28.0300
8/9/2011,19.6800,22.9300,302.5600,29.0000
8/8/2011,18.2900,21.4100,291.7000,28.8000
8/5/2011,19.2800,22.8100,311.5200,29.4600
8/4/2011,19.5700,22.5400,311.4000,29.0800
8/3/2011,20.0200,23.7600,325.5800,29.8900
8/2/2011,20.1000,23.4500,320.6500,29.6000
8/1/2011,20.4700,24.6400,327.5500,30.2200
7/29/2011,20.6700,24.5100,324.5800,30.5900
7/28/2011,20.3600,24.6900,324.1600,30.8700
7/27/2011,20.5200,24.8700,322.7400,30.8100
7/26/2011,20.9300,25.3000,331.4000,31.2200
7/25/2011,21.5500,25.8800,334.4600,31.0300
7/22/2011,21.8000,26.8000,335.5200,31.3300
7/21/2011,21.8000,27.6800,328.2200,31.4600
7/20/2011,21.2600,27.2200,330.0200,31.2500
7/19/2011,21.6100,27.3500,333.7100,31.1800
7/18/2011,20.7800,26.3100,327.9900,30.6400
7/15/2011,21.5400,27.1500,324.6000,30.9100
7/14/2011,21.4700,27.0600,324.6300,31.0300
7/13/2011,21.7600,27.2800,325.1800,31.2900
7/12/2011,21.6600,26.9500,319.7100,31.1700
7/11/2011,21.6000,26.8600,320.6900,30.9000
7/8/2011,21.7200,27.3500,325.3000,31.3000
7/7/2011,22.2200,27.3400,328.4900,31.5500
7/6/2011,21.7900,26.5000,324.9400,31.3400
7/5/2011,21.8100,26.5000,321.4500,31.2800
7/4/2011,21.7200,26.7450,318.5850,31.3350
7/1/2011,21.6300,26.9900,315.7200,31.3900
6/30/2011,21.0600,26.6700,308.1900,31.1800
6/29/2011,20.7200,26.5400,304.4600,30.9700
6/28/2011,20.7000,26.5700,304.7200,30.9700
6/27/2011,20.7300,26.2100,301.4600,30.8300
6/24/2011,20.7200,25.8500,293.2500,30.7600
6/23/2011,20.7900,25.5400,290.7800,31.0800
6/22/2011,20.6100,26.4500,284.4600,31.2500
6/21/2011,21.1500,26.3300,285.2500,31.2900
6/20/2011,20.8300,25.9700,276.0500,31.1200
6/17/2011,20.6500,26.0700,268.9700,30.9000
6/16/2011,20.9000,26.2600,271.8100,30.8100
6/15/2011,20.1000,25.9300,277.3000,30.4500
6/14/2011,20.6000,26.7300,276.7700,30.8400
6/13/2011,20.0900,26.2100,270.9000,30.5100
6/10/2011,20.2600,26.5500,271.8700,30.4000
6/9/2011,20.7000,27.1400,277.8700,30.8900
6/8/2011,20.3000,26.8100,277.1100,30.5500
6/7/2011,21.1200,26.7600,281.3000,30.7700
6/6/2011,20.7000,26.7700,280.7400,30.8700
6/3/2011,20.5600,26.6900,286.5100,31.1300
6/2/2011,21.4000,27.2500,285.7900,31.2300
6/1/2011,21.8800,27.0700,285.5600,31.7500
5/31/2011,22.1400,27.4900,289.0700,32.2100
5/30/2011,21.8000,27.2200,291.0050,32.1000
5/27/2011,21.4600,26.9500,292.9400,31.9900
5/26/2011,20.6800,26.7500,290.8800,31.9400
5/25/2011,19.5200,26.4500,284.1100,31.9300
5/24/2011,19.4300,26.5400,280.5700,31.8700
5/23/2011,19.9800,26.6900,283.3300,32.3200
5/20/2011,20.1000,26.9500,279.8900,32.4200
5/19/2011,20.3150,27.1600,281.1200,32.4400
5/18/2011,20.3800,27.0000,278.7500,32.6500
5/17/2011,20.1500,26.7600,274.5100,32.3700
5/16/2011,20.1900,26.7900,272.6900,32.1300
5/13/2011,21.3400,27.0600,280.4000,31.7800
5/12/2011,21.7400,27.2100,275.8800,32.0900
5/11/2011,19.8500,26.9000,274.3000,31.1500
5/10/2011,20.8200,27.0600,269.8500,31.1900
5/9/2011,19.8700,26.8000,266.4100,31.5700
5/6/2011,19.1100,26.7700,268.1000,28.5100
5/5/2011,19.1900,26.8100,265.7700,28.6500
5/4/2011,19.4200,27.1300,260.5300,29.1000
5/3/2011,19.8400,26.8300,260.4100,29.1500
5/2/2011,20.1500,26.9500,267.0800,29.2700
4/29/2011,21.0000,27.1100,266.7900,28.9100
4/28/2011,21.0000,27.1400,265.6400,29.2600
4/27/2011,21.0000,27.0000,263.0000,29.4400
4/26/2011,20.8700,26.4400,264.9400,29.2600
4/25/2011,20.5600,26.4900,272.6500,28.9700
4/22/2011,20.7550,26.5000,274.9750,28.9850
4/21/2011,20.9500,26.5100,277.3000,29.0000
4/20/2011,20.8500,26.3100,288.1000,28.8800
4/19/2011,20.1300,25.5400,279.8500,28.6000
4/18/2011,20.3100,25.8000,283.3700,28.4100
4/15/2011,20.9900,25.9000,285.1300,28.6700
4/14/2011,20.9000,25.6500,282.9100,28.4800
4/13/2011,20.2900,25.5400,281.3100,28.1900
4/12/2011,20.3500,26.1200,274.3000,28.4500
4/11/2011,21.2000,26.1200,268.4100,28.3900
4/8/2011,21.3400,26.3900,269.2400,28.0700
4/7/2011,21.5400,26.8300,274.7000,28.6000
4/6/2011,21.7400,26.9200,275.7600,28.7000
4/5/2011,21.8500,26.8100,278.0200,28.5100
4/4/2011,21.7500,26.4900,273.9100,27.9500
4/1/2011,21.5100,26.5500,274.0000,27.8800
3/31/2011,21.8500,26.1100,272.3700,27.7000
3/30/2011,22.7500,26.3100,272.2000,27.7100
3/29/2011,22.8000,26.0100,266.1200,27.9600
3/28/2011,22.1200,25.8800,257.9600,27.8900
3/25/2011,22.0000,25.9800,256.7400,27.8600
3/24/2011,21.8200,25.7500,250.9800,27.9000
3/23/2011,21.7200,25.8900,246.9800,28.0000
3/22/2011,21.6700,25.8900,243.8900,28.0800
3/21/2011,21.6700,25.9500,247.5000,28.0300
3/18/2011,21.0000,25.3800,246.8100,27.7000
3/17/2011,20.7200,24.6300,251.6600,27.5400
3/16/2011,20.3800,24.6800,258.2200,27.4500
3/15/2011,20.4200,25.1100,258.0000,27.8600
3/14/2011,20.5000,25.3100,255.2500,27.7400
3/11/2011,21.0200,25.1800,252.7600,27.8300
3/10/2011,21.2200,25.0900,253.2200,27.7700
3/9/2011,21.6100,25.6600,251.4100,27.9400
